PubmedID,Title,Publication Date,Authors,Affiliations,Corresponding Author Email
28960809,Acquired haemophilia in cancer: A systematic and critical literature review.,,"['M Napolitano', 'S Siragusa', 'S Mancuso', 'C M Kessler']","['Hematology Unit, Thrombosis and Hemostasis Reference Regional Center, Università degli studi di Palermo, Palermo, Italy.', 'Hematology Unit, Thrombosis and Hemostasis Reference Regional Center, Università degli studi di Palermo, Palermo, Italy.', 'Hematology Unit, Thrombosis and Hemostasis Reference Regional Center, Università degli studi di Palermo, Palermo, Italy.', 'Lombardi Comprehensive Cancer Center, Georgetown University Medical Center, Washington, DC, USA.']",
33051829,"""Home wasn't really home anymore"": Understanding caregivers' perspectives of the impact of blood cancer caregiving on the family system.",,"['Carla L Fisher', 'Michaela D Mullis', 'Amanda Kastrinos', 'Easton Wollney', 'Elisa S Weiss', 'Maria Sae-Hau', 'Carma L Bylund']","['College of Journalism & Communications, UF Health Cancer Center, UF Health Center for Arts in Medicine, University of Florida, Gainesville, FL, USA. carlalfisher@ufl.edu.', 'College of Journalism & Communications, University of Florida, Gainesville, FL, USA.', 'College of Journalism & Communications, University of Florida, Gainesville, FL, USA.', 'College of Journalism & Communications, University of Florida, Gainesville, FL, USA.', 'The Leukemia & Lymphoma Society, Rye Brook, NY, USA.', 'The Leukemia & Lymphoma Society, Rye Brook, NY, USA.', 'College of Journalism & Communications, College of Medicine, University of Florida, Gainesville, FL, USA.']",
31985488,Personal tumor antigens in blood malignancies: genomics-directed identification and targeting.,2020-Apr-01,"['Livius Penter', 'Catherine J Wu']","['Department of Hematology, Oncology, and Tumor Immunology, Charité - Universitätsmedizin Berlin (CVK), Berlin, Germany.', 'Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.']",
37973643,Nanoparticle-Based Approaches for Treatment of Hematological Malignancies: a Comprehensive Review.,2023-Nov-16,"['Umme Hani', 'B H Jaswanth Gowda', 'Nazima Haider', 'Kvrns Ramesh', 'Karthika Paul', 'Sumel Ashique', 'Mohammed Gulzar Ahmed', 'Soumya Narayana', 'Sourav Mohanto', 'Prashant Kesharwani']","['Department of Pharmaceutics, College of Pharmacy, King Khalid University, 61421, Abha, Saudi Arabia. uahmed@kku.edu.sa.', 'Department of Pharmaceutics, Yenepoya Pharmacy College & Research Centre, Yenepoya (Deemed to be University), Mangalore, 575018, Karnataka, India. jashgowda20@gmail.com.', 'Department of Pathology, College of Medicine, King Khalid University, 61421, Abha, Saudi Arabia.', 'Department of Pharmaceutics, RAK College of Pharmaceutical Sciences, RAK Medical and Health Sciences University, 11172, Ras Al Khaimah, United Arab Emirates.', 'Department of Pharmaceutical Chemistry, JSS College of Pharmacy, JSS Academy of Higher Education and Research, Mysuru, 570015, Karnataka, India.', 'Department of Pharmaceutics, Pandaveswar School of Pharmacy, Pandaveswar, West Bengal, 713378, India.', 'Department of Pharmaceutics, Yenepoya Pharmacy College & Research Centre, Yenepoya (Deemed to be University), Mangalore, 575018, Karnataka, India.', 'Department of Pharmaceutics, Yenepoya Pharmacy College & Research Centre, Yenepoya (Deemed to be University), Mangalore, 575018, Karnataka, India.', 'Department of Pharmaceutics, Yenepoya Pharmacy College & Research Centre, Yenepoya (Deemed to be University), Mangalore, 575018, Karnataka, India.', 'Department of Pharmaceutics, School of Pharmaceutical Education and Research, Jamia Hamdard, New Delhi, 110062, India. prashantdops@gmail.com.']",
31228471,Differential risk of severe infection in febrile neutropenia among children with blood cancer or solid tumor.,,"['Mathilde Delebarre', 'Rodrigue Dessein', 'Marion Lagrée', 'Françoise Mazingue', 'Hélène Sudour-Bonnange', 'Alain Martinot', 'François Dubos']","['Univ. Lille, CHU Lille, 2 avenue Oscar Lambret, F-59000 Lille, France; EA2694, Public Health, Epidemiology and Quality of Care, F-59000 Lille, France; CHU Lille, Pediatric Emergency Unit & Infectious Diseases, F-59000 Lille, France.', 'Univ. Lille, CHU Lille, 2 avenue Oscar Lambret, F-59000 Lille, France; CHU Lille, Microbiology Unit, Pathology-Biology Center, F-59000 Lille, France.', 'CHU Lille, Pediatric Emergency Unit & Infectious Diseases, F-59000 Lille, France.', 'CHU Lille, Pediatric Hematology Unit, F-59000 Lille, France.', 'Pediatric Oncology Unit, Oscar Lambret Cancer Centre, F-59000 Lille, France.', 'Univ. Lille, CHU Lille, 2 avenue Oscar Lambret, F-59000 Lille, France; EA2694, Public Health, Epidemiology and Quality of Care, F-59000 Lille, France; CHU Lille, Pediatric Emergency Unit & Infectious Diseases, F-59000 Lille, France.', 'Univ. Lille, CHU Lille, 2 avenue Oscar Lambret, F-59000 Lille, France; EA2694, Public Health, Epidemiology and Quality of Care, F-59000 Lille, France; CHU Lille, Pediatric Emergency Unit & Infectious Diseases, F-59000 Lille, France. Electronic address: francois.dubos@chru-lille.fr.']",
38147626,High-risk and silent clonal hematopoietic genotypes in patients with nonhematologic cancer.,2024-Feb-27,"['Aaron J Stonestrom', 'Kamal N Menghrajani', 'Sean M Devlin', 'Sebastià Franch-Expósito', 'Ryan N Ptashkin', 'Swara Y Patel', 'Barbara Spitzer', 'Xiaodi Wu', 'Justin Jee', 'Pablo Sánchez Vela', 'Jennifer H Milbank', 'Ronak H Shah', 'Abhinita S Mohanty', 'A Rose Brannon', 'Wenbin Xiao', 'Michael F Berger', 'Simon Mantha', 'Ross L Levine']","['Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Hunter College, New York, NY.', 'Department of Pediatrics, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Human Oncology and Pathogenesis Program, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Pathology and Laboratory Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.', 'Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, NY.']",
35819826,A Review of Artificial Intelligence Applications in Hematology Management: Current Practices and Future Prospects.,2022-Jul-12,"['Yousra El Alaoui', 'Adel Elomri', 'Marwa Qaraqe', 'Regina Padmanabhan', 'Ruba Yasin Taha', 'Halima El Omri', 'Abdelfatteh El Omri', 'Omar Aboumarzouk']","['College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar.', 'College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar.', 'College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar.', 'College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar.', 'National Center for Cancer Care and Research, Hamad Medical Corporation, Doha, Qatar.', 'National Center for Cancer Care and Research, Hamad Medical Corporation, Doha, Qatar.', 'Surgical Research Section, Department of Surgery, Hamad Medical Corporation, Doha, Qatar.', 'Surgical Research Section, Department of Surgery, Hamad Medical Corporation, Doha, Qatar.']",
39153000,Financial distress and medical financial hardship among young adult survivors of blood cancer.,2024-Sep-02,"['Susan K Parsons', 'Rachel Murphy-Banks', 'Angie Mae Rodday', 'Michael E Roth', 'Kimberly Miller', 'Nadine Linendoll', 'Randall Chan', 'Howland E Crosswell', 'Qingyan Xiang', 'David R Freyer']","['Division of Hematology and Oncology and Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA, USA.', 'Division of Hematology and Oncology and Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA, USA.', 'Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA, USA.', 'Department of Pediatrics Patient Care, Division of Pediatrics, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.', 'Department of Population and Public Health Sciences, Keck School of Medicine of the University of Southern California, Los Angeles, CA, USA.', 'Division of Hematology and Oncology and Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA, USA.', 'Department of Pediatrics, Los Angeles General Medical Center, Los Angeles, CA, USA.', 'AYA Cancer Care Program, Bon Secours Mercy, St Francis Cancer Center, Greenville, SC, USA.', 'Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA, USA.', ""Departments of Pediatrics, Medicine, and Population and Public Health Sciences, Cancer and Blood Disease Institute, Children's Hospital Los Angeles & University of Southern California Norris Comprehensive Cancer Center, Los Angeles, CA, USA.""]",
25189719,Preface.,,['Srdan Verstovsek'],"['MD Anderson Cancer Center, Leukemia, 1515 Holcombe Blvd., Houston, TX 77401, United States. Electronic address: sverstov@mdanderson.org.']",
36125513,[Importance of clonal hematopoiesis for hematologic neoplasms].,,"['Katharina S Götze', 'Claudia Lengerke']","['Medizinische Klinik und Poliklinik III, Hämatologie und Internistische Onkologie, Technische Universität München, Ismaninger Str.\xa022, 81675, München, Deutschland. katharina.goetze@tum.de.', 'Innere Medizin II\xa0- Hämatologie, Onkologie, klinische Immunologie und Rheumatologie, Universitätsklinikum Tübingen, Tübingen, Deutschland.']",
39276159,"Health insurance continuity and mortality in children, adolescents, and young adults with blood cancer.",2025-Feb-01,"['Xu Ji', 'Xinyue Elyse Zhang', 'K Robin Yabroff', 'Wendy Stock', 'Patricia Cornwell', 'Shasha Bai', 'Ann C Mertens', 'Joseph Lipscomb', 'Sharon M Castellino']","['Department of Pediatrics, Emory University School of Medicine, Atlanta, GA, USA.', 'Department of Health Policy and Management, Emory University Rollins School of Public Health, Atlanta, GA, USA.', 'Surveillance and Health Equity Science, American Cancer Society, Atlanta, GA, USA.', 'Department of Medicine, Section of Hematology/Oncology, The University of Chicago, Chicago, IL, USA.', ""Aflac Cancer & Blood Disorders Center, Children's Healthcare of Atlanta, Atlanta, GA, USA."", 'Department of Pediatrics, Emory University School of Medicine, Atlanta, GA, USA.', 'Department of Pediatrics, Emory University School of Medicine, Atlanta, GA, USA.', 'Department of Health Policy and Management, Emory University Rollins School of Public Health, Atlanta, GA, USA.', 'Department of Pediatrics, Emory University School of Medicine, Atlanta, GA, USA.']",
38657439,Hematologic cancer diagnosis and classification using machine and deep learning: State-of-the-art techniques and emerging research directives.,,"['Hema Patel', 'Himal Shah', 'Gayatri Patel', 'Atul Patel']","['Smt. Chandaben Mohanbhai Patel Institute of Computer Applications, Charotar University of Science and Technology, CHARUSAT, Campus, Changa, 388421 Anand, Gujarat, India. Electronic address: hemapatel.mca@charusat.ac.in.', 'QURE Haematology Centre, Ahmedabad 380006, Gujarat, India.', 'Ramanbhai Patel College of Pharmacy, Charotar University of Science and Technology, CHARUSAT, Campus, Changa, 388421 Anand, Gujarat, India.', 'Smt. Chandaben Mohanbhai Patel Institute of Computer Applications, Charotar University of Science and Technology, CHARUSAT, Campus, Changa, 388421 Anand, Gujarat, India.']",
